Rule,Filename,Score
WordLenHTML,2015-10-13 pseudo-Darkleech Script_injected.html,59.75576662143826
WordLenHTML,2015-12-16 pseudo-Darkleech Script_injected.html,76.26483510933791
WordLenHTML,2016-02-05 pseudo-Darkleech Script_injected.html,24.104803493449793
WordLenHTML,2016-02-24 pseudo-Darkleech Script_injected.html,21.83001220008134
WordLenHTML,2016-03-07 pseudo-Darkleech Script_injected.html,25.15009639217846
WordLenHTML,2016-03-14 pseudo-Darkleech Script_injected.html,28.528111181301323
