Type,Feature,Filename,Count,Time(s)
html,EncodedStringHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0
html,EncodedURLHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.000997304916381836
html,FrameSetHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0
html,HiddenHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0009992122650146484
html,HTML5_TagsHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.000997304916381836
html,IPExistHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0009703636169433594
html,NoFrameHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0009975433349609375
html,XSSHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0
html,NullCharacterHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0
html,PortHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0009913444519042969
html,UnsymmetricalTagHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0009975433349609375
html,CharCountHTML,2016-03-14 pseudo-Darkleech Script_injected.html,3166,0.0009698867797851562
html,DoubleDocumentsHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0
html,EmbedAndObjectHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0009982585906982422
html,IncludedUrlsHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0009963512420654297
html,KnownMaliciousPatternsHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0
html,OutOfPlaceHTML,2016-03-14 pseudo-Darkleech Script_injected.html,1,0.0009975433349609375
html,ScriptNumHTML,2016-03-14 pseudo-Darkleech Script_injected.html,1,0.0
html,ScriptRatioHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0.014609203798392987,0.0009961128234863281
html,ScriptWrongExtentionHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0009987354278564453
html,SmallAreaElementsHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0
html,SourceExternalHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0
html,SuspiciousContentElementsHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0
html,SuspiciousObjectsHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0,0.0009980201721191406
html,UnknownTagsHTML,2016-03-14 pseudo-Darkleech Script_injected.html,0.0,0.0
html,WordCountHTML,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
css,AbnormalAttributeCSS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
css,BlendModeCSS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
css,ComplexSelectorCSS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
css,FilterCSS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
css,FontUnusedCSS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
css,PerformanceDegradationCSS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
css,WordCountCSS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
css,ZIndexCSS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,DocPropertiesJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,DocWriteJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,FormMethodJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,GetComputedStyleJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,GlobalFuncJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,HTML_5_EventsJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,JQueryJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,LocationJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,VBScriptJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,ActiveXJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,DomIdentityKeywordJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,DynamicCSSJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,TokenCountJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,WordCountJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,ContentEntropyJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,DeobfuscationFuncJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,DirectStrAssignJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,DomModifyJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,EvalJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,EventAttachmentJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,IframeJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,KeywordRatioJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,LongStringJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,SetTimeoutIntervalJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,ShellcodeJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,StringEntropyJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,SuspiciousStringJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
js,SuspiciousTagJS,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
url,IPURL,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
url,SubDomainURL,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
url,SuspiciousPatternURL,2016-03-14 pseudo-Darkleech Script_injected.html,724,0.000997304916381836
