encoded-string-html,encoded-url,frameset,hidden,html5-tags,ip,noframe,total_score,null,port,unsymmetrical-tag,char-count,double-documents,embed-and-object,included-urls,known-malicious-patterns,out-of-place,script-num,script-ratio,script-wrong-extention,small-area-elements,source-external,suspicious-content-elements,suspicious-objects,word-count,doc-properties,doc-write,form-method,getComputedStyle,global-func,html5-events,jquery,location,vbscript,xss,active-x,dom-identity-keyword,dynamic-css,token-count,deobfuscation-func,dom-modify,eval,event-attachments,iframe-str,keyword-ratio,long-strings,script-string-entropy,setTimeout-interval,shellcode,suspicious-str,suspicious-tag,relationship_ptr_a,subdomain,suspicious-pattern
0,0,0,0,0,0,0,3325.058,0,0,0,2992,0,0,0,0,0,0,0.0,0,0,0,0,0,240,2,0,0,0,1,1,10,1,22,0,0,0,0,0,2,4,0,0,0,0.14,38,0.918,1,1,0,5,0,4,0
