encoded-string-html,encoded-url,frameset,hidden,html5-tags,ip,noframe,total_score,null,port,unsymmetrical-tag,char-count,double-documents,embed-and-object,included-urls,known-malicious-patterns,out-of-place,script-num,script-ratio,script-wrong-extention,small-area-elements,source-external,suspicious-content-elements,suspicious-objects,word-count,doc-properties,doc-write,form-method,getComputedStyle,global-func,html5-events,jquery,location,vbscript,xss,active-x,dom-identity-keyword,dynamic-css,decoding-routines,deobfuscation-func,direct-str-assign,dom-modify,eval,event-attachments,iframe-str,keyword-ratio,long-strings,script-string-entropy,setTimeout-interval,shellcode,suspicious-str,suspicious-tag
0,0,0,0,0,0,0,41364.068,0,0,7,36296,0,0,0,0,0,1,0.0,0,0,0,0,0,3951,0,0,0,8,31,4,91,0,274,2,1,25,6,0,29,0,82,0,0,2,0.15,494,0.918,8,1,0,50
