encoded-string-html,encoded-url,frameset,hidden,html5-tags,ip,noframe,total_score,null,port,unsymmetrical-tag,char-count,double-documents,embed-and-object,included-urls,known-malicious-patterns,out-of-place,script-num,script-ratio,script-wrong-extention,small-area-elements,source-external,suspicious-content-elements,suspicious-objects,word-count,doc-properties,doc-write,form-method,getComputedStyle,global-func,html5-events,jquery,location,vbscript,xss,active-x,dom-identity-keyword,dynamic-css,decoding-routines,deobfuscation-func,direct-str-assign,dom-modify,eval,event-attachments,iframe-str,keyword-ratio,long-strings,script-string-entropy,setTimeout-interval,shellcode,suspicious-str,suspicious-tag
0,0,0,0,0,0,0,9193.108,0,0,0,8258,0,0,0,0,0,0,0.0,0,0,0,0,0,894,3,0,0,0,6,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0.19,11,0.918,0,1,0,4
