encoded-string-html,encoded-url,frameset,hidden,html5-tags,ip,noframe,total_score,double-documents,included-urls,known-malicious-patterns,out-of-place,small-area-elements,suspicious-content-elements,suspicious-objects,iframe,port,script_external,src-1,doc-properties,doc-write,form-method,getComputedStyle,global-func,html5-events,jquery,location,vbscript,xss,decoding-routines,direct-str-assign,dom-modify,event-attachments,iframe-str,keyword-ratio,long-strings,shellcode,suspicious-str,suspicious-tag,create_element,doc_rw,eval
0,0,0,0,0,0,0,1039.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,4,91,0,274,2,0,0,82,0,2,0.15,494,1,0,50,0,0,0
