encoded-string-html,encoded-url,frameset,hidden,html5-tags,ip,noframe,total_score,null,port,unsymmetrical-tag,char-count,double-documents,embed-and-object,included-urls,known-malicious-patterns,out-of-place,script-num,script-ratio,script-wrong-extention,small-area-elements,source-external,suspicious-content-elements,suspicious-objects,word-count,abnormal-attribute,blend-mode,complex-selector,filter,font,z-index
0,0,0,0,0,0,0,1611.0,0,0,0,1378,0,0,4,0,0,4,0.0,0,0,4,0,0,221,0,0,0,0,0,0
