encoded-string-html,encoded-url,frameset,hidden,html5-tags,ip,noframe,total_score,double-documents,included-urls,known-malicious-patterns,out-of-place,small-area-elements,suspicious-content-elements,suspicious-objects,iframe,port,script_external,src-1,doc-properties,doc-write,form-method,getComputedStyle,global-func,html5-events,jquery,location,vbscript,xss,dom-modify,event-attachments,iframe-str,keyword-ratio,long-strings,shellcode,suspicious-str,suspicious-tag,create_element,doc_rw,eval
0,0,0,0,0,0,0,87.14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,10,1,22,0,4,0,0,0.14,38,1,0,5,2,0,0
