Rule,Filename,Score
WordLenHTML,ek_angler_malware-traffic-analysis_net.html,62.6829268292683
WordLenHTML,fortinetdonation_indexm.html,67.95958535625246
WordLenHTML,indexsdpo3i3-dskuh3u4_indexm.html,70.01752144964561
WordLenHTML,lp_tachographs.html,62.161087172688106
WordLenJS,ek_angler_2015_06_10.js,54.06939287382891
